M�S;UNIDADE;ADMINISTRACAO REGIONAL;ALVARA;DESCRICAO;TIPO DA CONSTRUCAO;SQL/INCRA;CATEGORIA DE USO;ZONA DE USO;BAIRRO;AREA DA CONSTRUCAO;;PROPRIETARIO;AREA DO TERRENO;;ENDERECO;APROVACAO;FIRMA/DIRIGENTE TECNICO;RESPONSAVEL TECNICO;AUTOR PROJETO;RESPONSAVEL DA FIRMA;NUMERO DE BLOCOS;NUMERO DE UNIDADES;NUMERO DE PAVIMENTOS
Fevereiro;APROV G;CASA VERDE;2010.03.747-00;CERTIFICADO DE CONCLUSAO;HAB. INTERESSE SOCIAL;00.074.089.0183-3;H.M.P;;LIMAO;0.00;M2;LUCENT EMPREENDIMENTOS IMOBILIARIOS LTDA;7704.44;M2;AV PROF CELESTINO BOURROUL,684;03/02/10;;;;;;;
Fevereiro;APROV G;ERMELINO MATARAZZO;2010.04.965-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;HAB. INTERESSE SOCIAL;00.131.097.0012-2;H.M.P;Z2;ERMELINO MATARAZZO;3357.54;M2;CARLOS ROBERTO BAPTISTA E OUTRO;1500.00;M2;R MARIA ANGELICA SOARES GOMES,7;12/02/10;MARCELO RIFORMATO;;MARCELO RIFORMATO;;001;055;14
Fevereiro;APROV G;GUAIANAZES;2010.04.969-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;HAB. INTERESSE SOCIAL;00.139.006.0010-3;HIS;Z2;LAJEADO;5099.79;M2;CDHU CIA DE DESENVOLVIMENTO HAB.E URB DO ESTADO DE SAO PAULO;7137.24;M2;R PDE NILDO DO AMARAL JUNIOR,412;12/02/10;EDSON CARLOS FALEIROS;;LUIZ AUGUSTO OLIVEIRA MARTINS;;005 - 001;020;05 - 01
Fevereiro;APROV G;IPIRANGA;2010.03.999-00;CERTIFICADO DE CONCLUSAO;HAB. INTERESSE SOCIAL;00.035.048.0020-8;H.M.P;Z2;IPIRANGA;0.00;M2;JESA ADM. E EMPREENDIMENTOS IMOBILIARIOS S/C LTDA;6300.00;M2;R CIPRIANO BARATA,201;06/02/10;;;;;;;
Fevereiro;APROV G;ITAQUERA;2010.06.711-00;CERTIFICADO DE CONCLUSAO;HAB. INTERESSE SOCIAL;00.147.075.0001-2;H.M.P;Z2;VILA MATILDE;0.00;M2;GOLDFARB COM. E CONSTRUCOES LTDA E OUTROS;39934.20;M2;R SIMONE MARTINI,285;27/02/10;;;;;;;
Fevereiro;APROV G;ITAQUERA;2010.07.050-00;RECONSIDERACAO DE DESPACHO DE AUTO DE REGULARIZACAO;;00.142.146.0003-6;NR2-09;Z3-105;ITAQUERA;92.14;M2;AGOSTINA FRANCO;302.00;M2;AV CAMPANELLA,836;26/02/10;;;;;;;
Fevereiro;APROV G;ITAIM PAULISTA;2009.49.648-01;APOSTILAMENTO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;HAB. INTERESSE SOCIAL;00.192.014.1744-5;HIS      - H.M.P;;ITAIM PAULISTA;11071.99;M2;CONSTRUTORA TENDA S/A;9214.37;M2;R TIBURCIO DE SOUSA,2200;04/02/10;;;;;005 - 005;020 - 020;05 - 05
Fevereiro;APROV G;ITAIM PAULISTA;2010.01.028-01;APOSTILAMENTO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;HAB. INTERESSE SOCIAL;00.112.664.0005-1;H.M.P;Z2;VILA CURUCA;3712.30;M2;JOSE FERNANDO MANTOVANI MICALI E OUTROS;2528.00;M2;R BENJAMIN CAPUSSO,259;04/02/10;;;;;002;036;09
Fevereiro;APROV G;ITAIM PAULISTA;2010.03.576-00;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;HAB. INTERESSE SOCIAL;00.112.664.0005-1;H.M.P;Z2;VILA CURUCA;0.00;M2;JOSE FERNANDO MANTOVANI MICALI E OUTROS;0.00;M2;R BENJAMIN CAPUSSO,259;04/02/10;JOSEF CZITROM;;DEMOSTHENES MAGNO SANTOS;;;;
Fevereiro;APROV G;ITAIM PAULISTA;2010.03.643-00;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;HAB. INTERESSE SOCIAL;00.112.670.0001-4;H.M.P;Z2;VILA CURUCA;0.00;M2;MADAGASCAR INCORPORADORA SPE LTDA;0.00;M2;R CUPIM;03/02/10;PAULO SERGIO BEYRUTI CURI;;WILSON MARCHI JUNIOR;;;;
Fevereiro;APROV G;ITAIM PAULISTA;2010.03.908-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;HAB. INTERESSE SOCIAL;00.135.269.0133-2;HIS;Z2;LAJEADO;14124.14;M2;FORUM DOS CORTICOS E SEM TETO DE SAO PAULO;12885.28;M2;R FRANCISCO DE OLIVEIRA,136;04/02/10;JUAN LUIS RODRIGO GONZALEZ;;JUAN LUIS RODRIGO GONZALEZ;;;;
Fevereiro;APROV G;LAPA;2010.04.966-00;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.099.054.0005-2;R301;Z6-009;LAPA;0.00;M2;NOVA MOOCA EMPREENDIMENTOS IMOB. LTDA;0.00;M2;R EMILIO GOELDI;12/02/10;GOLDFARB INCORPORACOES E CONSTRUCOES S/A;RUI KIYOSHI ISHIKAWA;GOLDFARB INCORPORACOES E CONSTRUCOES S/A;RUI KIYOSHI ISHIKAWA;;;
Fevereiro;APROV G;MOOCA;2009.07.611-02;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;HAB. INTERESSE SOCIAL;00.102.030.0028-4;H.M.P;Z3-156;VILA PRUDENTE;10449.55;M2;BULGARIA EMPREEND IMOBILIARIOS SPE LTDA E OUTRO;4065.50;M2;R VAL DE PALMAS;03/02/10;;;;;002 - 001 - 001;045 - 050;08 - 09 - 01
Fevereiro;APROV G;MOOCA;2009.42.092-01;APOSTILAMENTO DE CERTIFICADO DE CONCLUSAO;HAB. INTERESSE SOCIAL;00.027.079.0016-8;H.M.P;Z3-246;MOOCA;0.00;M2;RN - INCORPORADORA & CONSTRUTORA LTDA;4294.97;M2;R PDE ADELINO,91;02/02/10;;;;;;;
Fevereiro;APROV G;MOOCA;2010.03.806-00;RECONSIDERACAO DE DESPACHO DE AUTO DE REGULARIZACAO;PREDIO COMERCIAL;00.026.003.0128-3;C2       - S2;Z6-019;BELENZINHO;25315.00;M2;LJD PARTICIPACOES EMPREENDIMENTOS LTDA E OUTROS;18890.39;M2;R CACHOEIRA,670;05/02/10;LUIZ ANTONIO AGNELLI;;;;;;
Fevereiro;APROV G;SAO MIGUEL PAULISTA;2010.03.882-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;HAB. INTERESSE SOCIAL;00.112.221.0007-9;H.M.P    - NR1-02;Z2;JARDIM HELENA;4577.62;M2;FORTINA EMPREENDIMENTOS IMOBILIARIOS LTDA;4085.02;M2;R SALVADOR FERNANDES CARDIA,1100;05/02/10;SERGIO KRIKOR ARAKELIAN;;CARLOS PENNA ARQUITETOS ASSOCIADOS S/S LTDA;;;;
Fevereiro;APROV G;PENHA;2010.05.025-00;AUTO DE REGULARIZACAO;PREDIO COMERCIAL;00.061.024.0036-4;C2.3;Z4-014;PENHA;7100.66;M2;M RUIZ PARTICIPACOES LTDA;2693.27;M2;PC OITO DE SETEMBRO,115;12/02/10;ROSELY MITIYO KAWAHARA TAKANO;;;;;;
Fevereiro;APROV G;SANTO AMARO;2010.03.764-00;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE RE- FORMA;;00.088.032.0012-6;NR2-02;Z4-064;SANTO AMARO;1947.53;M2;LP ADMINISTRADORA DE BENS LTDA;1246.76;M2;AV ADOLFO PINHEIRO,104;03/02/10;JOSE MARIA AFONSO BAETA TEIXEIRA;;JOSE MARIA AFONSO BAETA TEIXEIRA;;001;;05
Fevereiro;APROV G;SE;2010.03.350-00;RECONSIDERACAO DE DESPACHO DE AUTO DE REGULARIZACAO;PREDIO COMERCIAL;00.005.004.0140-3;C2.3;Z5-002;CENTRO;3566.80;M2;CLOTILDE PEREIRA DE T LARA E OUTRA;1088.00;M2;R DIREITA,263;03/02/10;JORGE ANGELO FANTONI;;;;;;
Fevereiro;APROV G;SAO MATEUS;2010.03.821-00;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;HAB. INTERESSE SOCIAL;00.150.029.0007-1;H.M.P    - HIS;Z2;SAO MATEUS;0.00;M2;CONSTRUTORA COZMAN LTDA;0.00;M2;R DR PAULO QUEIROZ;03/02/10;PAULO SERGIO BEYRUTI CURI;;WILSON MARCHI JUNIOR;;;;
Fevereiro;APROV G;VILA PRUDENTE;2009.35.452-01;APOSTILAMENTO DE AUTO DE REGULARIZACAO;HAB. INTERESSE SOCIAL;00.051.260.0005-5;H.I.S;Z8-CR4 LINDEIRO Z8-048;VILA PRUDENTE;10907.16;M2;COMPANHIA METROPOLITANA DE HABITACAO DE SAO PAULO-COHAB;0.00;M2;R MONTOJO,SN;03/02/10;;;;;;;
Fevereiro;APROV G;VILA PRUDENTE;2010.03.744-00;CERTIFICADO DE CONCLUSAO;HAB. INTERESSE SOCIAL;00.044.078.0002-1;H.M.P;Z2;VILA PRUDENTE;0.00;M2;HOLANDA EMPREENDIMENTOS IMOBILIARIOS SPE LTDA;3891.00;M2;R PINDAMONHANGABA,178;02/02/10;;;;;;;
Fevereiro;APROV 1;CIDADE ADEMAR;2010.06.023-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.120.175.0005-3;R2H-03;Z2;CIDADE ADEMAR;435.36;M2;MWB ENGENHARIA E CONSTRUCOES LTDA;255.60;M2;R MARIA PAIS DE BARROS;24/02/10;MARCIA BRUNELLO;;MARCIA BRUNELLO;;001;004;02
Fevereiro;APROV 1;ARICANDUVA / VILA FORMOSA;2009.46.001-01;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.055.220.0068-6;R2V-01;Z2;TATUAP�;19396.75;M2;HERNANDEZ CONSTRUTORA E ENGENHARIA LTDA;3437.21;M2;R CAMBERRA,55;13/02/10;;;;;001;092;24
Fevereiro;APROV 1;ARICANDUVA / VILA FORMOSA;2010.03.108-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.055.036.0016-9;R2H-03;Z3-122;CARRAO;819.09;M2;ARALU-PLAST INDUSTRIA E COM. DE PLASTICOS E METAIS LTDA EPP;500.00;M2;R ENG PEGADO,1257;02/02/10;ALEX WILLIAM TEIXEIRA;;ALEX WILLIAM TEIXEIRA;;001;007;02
Fevereiro;APROV 1;ARICANDUVA / VILA FORMOSA;2010.03.355-00;ALVARA DE APROVACAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.055.199.0058-2;R2V-01;Z2;VILA FORMOSA;9711.81;M2;CECILIA VENTURA UCHIDA E OUTROS;2149.25;M2;R VENUS,123;03/02/10;JOSCELIN CUNHA SOARES;;FERNANDO JOSE RODRIGUES MOREIRA;;001;072;20
Fevereiro;APROV 1;ARICANDUVA / VILA FORMOSA;2010.03.358-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.055.217.0004-8;R2H-03;Z2;VILA FORMOSA;1180.79;M2;CRIATIVA CONSTRUCAO E INCORPORACAO LTDA E OUTRO;677.92;M2;R CABINARI,99999;03/02/10;MARIA INES ROLIM;;MARIA INES ROLIM;;001;010;02
Fevereiro;APROV 1;ARICANDUVA / VILA FORMOSA;2010.04.656-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.054.243.0012-1;R2V-01;Z2;VILA FORMOSA;11614.04;M2;ONODA CONSTRUTORA E INCORPORADORA LTDA E OUTRO;1803.00;M2;R NAGIB IZAR,405;11/02/10;MARCELO JOSE DE SOUZA;;JOEL JOSE ABRAO DA CRUZ;;001;047;26
Fevereiro;APROV 1;ARICANDUVA / VILA FORMOSA;2010.05.451-00;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDI-FICACAO NOVA;PREDIO RESIDENCIAL;00.055.252.0057-0;R2H-01;;VILA FORMOSA;296.38;M2;JORGE LUIZ CAPELO;0.00;M2;R CHABERA,309;12/02/10;;;;;;;
Fevereiro;APROV 1;ARICANDUVA / VILA FORMOSA;2010.06.024-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.116.056.0022-8;R2H-03;Z2;VL CARRAO;1544.00;M2;EURICO S. VULCANO;1596.00;M2;R CEL AMARO SOBRINHO,421;24/02/10;JULIANA ROSA COLOMBO;;M2O ARQUITETURA & CONSTRUCAO LTDA;;020;001;02
Fevereiro;APROV 1;ARICANDUVA / VILA FORMOSA;2010.06.694-00;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.116.089.0108-3;R2V-01;Z2;CARRAO;0.00;M2;AT 03 EMPREENDIMENTOS IMOBILIARIOS SPE LTDA;0.00;M2;R TAUBATE,1674;26/02/10;ARCHTECH ENGENHARIA E CONSTRUCOES LTDA;EDUARDO ALBERTO MARTINS;JARBAS PEDROSA TECO;;;;
Fevereiro;APROV 1;CAMPO LIMPO;2009.31.499-01;APOSTILAMENTO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.171.237.0008-1;R2V-01;Z2;VILA ANDRADE;32733.09;M2;MARQUES CONSTRUTORA E INCORPORADORA LTDA;7634.00;M2;R JOSE DA SILVA RIBEIRO,576;19/02/10;;;;;001 - 001;146 - 152;25 - 26
Fevereiro;APROV 1;CAMPO LIMPO;2010.03.480-00;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.169.200.0050-3;R2V-01;Z2;VILA ANDRADE;0.00;M2;REGIMAR COMERCIAL S/A;0.00;M2;R NELSON GAMA DE OLIVEIRA,825;04/02/10;CLAUDIO ANDRE SAYEG;;MCAA ARQUITETOS LTDA;;;;
Fevereiro;APROV 1;CAMPO LIMPO;2010.06.633-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.181.026.0046-1;R2H-03;Z2;CAPAO REDONDO;929.54;M2;EDMOND ABOU MANSOUR;1515.00;M2;R LUAR DO SERTAO;27/02/10;ATTILA KALMAN FENYVESI;;ATTILA KALMAN FENYVESI;;006;002;02
Fevereiro;APROV 1;CAMPO LIMPO;2010.06.709-00;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.169.199.0001-6;R2V-01;Z2;V. ANDRADE;0.00;M2;QUADRA 41 EMPREENDIMENTO IMOBILIARIO SPE LTDA E OUTRO;0.00;M2;R CARVALHO DE FREITAS;27/02/10;CLAUDIO ANDRE SAYEG;;RICARDO JULIAO ARQUITETURA E URBANISMO S/S LTDA;LUIZ RENATO HORTA DE SIQUEIRA;;;
Fevereiro;APROV 1;CASA VERDE;2010.03.476-00;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.076.100.0003-5;R2V-01;Z2;CASA VERDE ALTA;0.00;M2;INCORPORADORA NOVA FORMA LTDA.;0.00;M2;R MANOEL DIAS DO CAMPO,SN;04/02/10;CONSTRUTORA NOVA FORMA LTDA;ANTONIO SARAIVA COUTINHO;CONSTRUTORA NOVA FORMA LTDA;ANTONIO SARAIVA COUTINHO;;;
Fevereiro;APROV 1;ERMELINO MATARAZZO;2009.51.105-01;PROJETO MODIFICATIVO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAONOVA;PREDIO RESIDENCIAL;00.111.513.0034-8;R2H-03;Z2;ERMELINO MATARAZZO;427.85;M2;LEVI FUKUMORI;598.00;M2;R VALDEMAR AMARANTE;10/02/10;YOSHIAKI KAWASHIMA;;YOSHIAKI KAWASHIMA;;001;007;02
Fevereiro;APROV 1;ERMELINO MATARAZZO;2010.04.664-00;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDI-FICACAO NOVA;PREDIO RESIDENCIAL;00.110.361.0004-8;R2H-03;Z2;PONTE RASA;208.00;M2;ODAIR JOSE DA ASSUMPCAO E SILVA;350.00;M2;R DENE,660;11/02/10;ALDINEI PAULA DIAS;;ALDINEI PAULA DIAS;;001;005;02
Fevereiro;APROV 1;IPIRANGA;2004.18.027-01;PROJETO MODIFICATIVO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAONOVA;PREDIO RESIDENCIAL;00.046.239.0055-1;R301;Z2;CURSINO;7984.66;M2;COMERCIAL E INCORPORADORA FRESNO S/A;1660.58;M2;R MANOEL CARNEIRO SILVA,146;19/02/10;PENTAGONAL - CONSTRUCOES LTDA;CALIL SAIDE;AGRES PROJETOS E COSTRUCOES LTDA;MARTA DA SILVA ARDITO;001;068;18
Fevereiro;APROV 1;IPIRANGA;2008.16.397-01;APOSTILAMENTO DE ALVARA DE EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.157.229.0040-1;R301;;SAUDE;0.00;M2;FIT JARDIM BOTANICO SPE EMPREENDIMENTOS IMOBILIARIOS LTDA;0.00;M2;AV DOSOURIVES,630;25/02/10;;;;;;;
Fevereiro;APROV 1;IPIRANGA;2010.02.130-01;APOSTILAMENTO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.046.035.0028-9;R2V-01;Z3-184;VILA GUMERCINDO;29069.81;M2;LORENA EMPREENDIMENTOS IMOBILIARIOS SPE LTDA;3525.26;M2;R PEDRALIA,275;04/02/10;;;;;001;108;29
Fevereiro;APROV 1;IPIRANGA;2010.03.356-00;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.043.156.0031-8;R2V-01;Z4-061;IPIRANGA;0.00;M2;CONSTRUTORA TARJAB LTDA;0.00;M2;R JAIBA,225;03/02/10;CONSTRUTORA TARJAB LTDA;CARLOS ALBERTO DE MORAES BORGES;RUBIO & LUONGO ARQUITETURA LIMITADA;DEMOSTHENES MAGNO SANTOS;;;
Fevereiro;APROV 1;IPIRANGA;2010.04.503-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.043.155.0005-4;R2H-03;Z4-061;IPIRANGA;928.74;M2;ALESSANDRO DA SILVA TENORIO;495.48;M2;R DOSMACAXAS,110;10/02/10;ANDREIA CARLA MEDICE VOLTARELLI;;ANDREIA CARLA MEDICE VOLTARELLI;;001;006;02
Fevereiro;APROV 1;IPIRANGA;2010.05.433-00;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.046.239.0055-1;R301;Z2;CURSINO;0.00;M2;COMERCIAL E INCORPORADORA FRESNO S/A;0.00;M2;R MANOEL CARNEIRO SILVA,146;19/02/10;;;;;;;
Fevereiro;APROV 1;ITAQUERA;2009.39.416-02;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.138.063.0062-2;R2H-03;;ITAQUERA;0.00;M2;WER CONSTRUCOES LTDA;0.00;M2;R JUCARAL,475;11/02/10;;;;;;;
Fevereiro;APROV 1;ITAQUERA;2010.03.477-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.147.331.0088-3;R2H-03;Z2;CIDADE LIDER;1293.42;M2;JALICO EMPREENDIMENTOS LTDA;2133.25;M2;R ORLANDO PELLICCI,LOTES;04/02/10;JAMIL EVANGELOS HADJI THOMAS;;CLAUDIA PATRICIA REBERTE;;014;001;02
Fevereiro;APROV 1;JABAQUARA;2010.05.829-00;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.089.103.0104-1;R2V-01;Z2;VILA MASCOTE;0.00;M2;IMOLEVE VILA MASCOTE EMPREENDIMENTOS IMOBILIARIOS LTDA;0.00;M2;R VICOSA DO CEARA,168;23/02/10;MARCO ANTONIO CATTINI MATTAR;;RENATO BIANCONI ARQUITETO  LTDA;;;;
Fevereiro;APROV 1;LAPA;2010.06.723-00;ALVARA DE APROVACAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.097.006.0003-3;R2V-01   - NR1-02;Z6-015;VL LEOPOLDINA;62846.16;M2;BLUE WHALE EVEN EMPREENDIMENTOS IMOBILIARIOS LTDA;13524.00;M2;AV DR GASTAO VIDIGAL,1132;27/02/10;ALEXANDRE CHIARADIA BRAGA;;JONAS BIRGER;;001 - 001 - 001 - 00;088 - 088;23 - 23 - 12 - 12
Fevereiro;APROV 1;VILA MARIA / VILA GUILHERME;2007.22.699-01;APOSTILAMENTO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.064.029.0089-3;R2V-01;;VILA MARIA;14041.32;M2;KAPPA EVEN EMPREENDIMENTOS IMOBILIARIOS LTDA;3113.28;M2;R DO IMPERADOR,1577;11/02/10;;;;;001;108;20
Fevereiro;APROV 1;VILA MARIA / VILA GUILHERME;2007.48.049-03;PROJETO MODIFICATIVO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAONOVA;PREDIO RESIDENCIAL;00.304.064.0209-1;R2V-01;Z3-059;VILA GUILHERME;16920.26;M2;GOLD RECIFE EMPREENDIMENTOS IMOBILIARIOS SPE LTDA;3390.00;M2;R DO CANAL,215;03/02/10;GOLDFARB INCORPORACOES E CONSTRUCOES S/A;RUI KIYOSHI ISHIKAWA;GOLDFARB INCORPORACOES E CONSTRUCOES S/A;RUI KIYOSHI ISHIKAWA;001 - 001;078 - 077;20 - 20
Fevereiro;APROV 1;VILA MARIA / VILA GUILHERME;2010.04.258-00;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.064.133.0031-0;R2V-01;Z3-070;VILA MARIA;0.00;M2;KALLAS CAMPINAS EMPREENDIMENTOS IMOBILIARIOS LTDA;0.00;M2;R GUARANESIA,1070;09/02/10;KALLAS INCORPORACOES E CONSTRUCOES S/A;EMILIO RACHED ESPER KALLAS;MARTA DA SILVA ARDITO;;;;
Fevereiro;APROV 1;VILA MARIA / VILA GUILHERME;2010.06.451-00;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.064.121.0051-2;R2V-01;Z2;VILA MARIA;0.00;M2;CAM EMPREENDIMENTOS IMOBILIARIOS LTDA.;0.00;M2;AV ALBERTO BYINGTON,255;26/02/10;AMILCAR AUGUSTO CASADO;;AMILCAR AUGUSTO CASADO;;;;
Fevereiro;APROV 1;MOOCA;2010.03.168-00;ALVARA DE APROVACAO E EXECUCAO DE REFORMA;PREDIO RESIDENCIAL;00.002.081.0120-9;R2V-01   - NR1-02;Z3-242;BRAS;0.00;M2;SILVIO FERREIRA E EDUARDO DI BARTOLOMEO NETO;270.00;M2;R VASCO DA GAMA,49E;02/02/10;FERNAO DE MORAES SALLES JUNIOR;;FERNAO DE MORAES SALLES JUNIOR;;001;;04
Fevereiro;APROV 1;PENHA;2009.32.849-01;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.061.156.0044-8;R2H-03;Z19-001;PENHA;430.47;M2;RAFAEL DE OLIVEIRA MELO E OUTROS;600.00;M2;R AQUILINO VIDAL,165;02/02/10;;;;;001;009;02
Fevereiro;APROV 1;PENHA;2010.03.105-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.058.170.0040-7;R2H-03;Z2;VILA MATILDE;560.52;M2;EDSON DOLCINOTTI ROSA;400.00;M2;R GOIANDIRA,143;02/02/10;FERNANDA CARVALHO DELGADO;;FERNANDA CARVALHO DELGADO;;001;006;02
Fevereiro;APROV 1;PENHA;2010.03.130-00;ALVARA DE APROVACAO E EXECUCAO DE REFORMA;PREDIO RESIDENCIAL;00.060.083.0016-5;R2H-03;Z2;CANGAIBA;0.00;M2;JOSAPHA RODRIGUES FONSECA E MARIA DA CONCEICAO S. FONSECA;189.00;M2;R DR VIRGILIO MACHADO,360;02/02/10;EVANDRO PACHECO JANUARIO;;EVANDRO PACHECO JANUARIO;;001;;02
Fevereiro;APROV 1;PENHA;2010.04.036-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.110.501.0032-7;R2H-03;Z2;CANGAIBA;845.70;M2;ANGELO C. DA SILVA E PONTUAL SERV. COMERCIASI S/C LTDA-ME;800.00;M2;R JORGE O SOLANAS,122;05/02/10;SANDRA MARIA VARGAS;;SANDRA MARIA VARGAS;;002;012;02
Fevereiro;APROV 1;PENHA;2010.04.252-00;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDI-FICACAO NOVA;PREDIO RESIDENCIAL;00.059.154.0033-7;R2H-03;Z2;PENHA;862.07;M2;PRG CONSTRUCOES E EMPREENDIMENTOS IMOBILIARIOS LTDA;1000.00;M2;R S SEVERO,9E;09/02/10;ALDINEI PAULA DIAS;;ALDINEI PAULA DIAS;;001 - 001;008 - 006;02 - 02
Fevereiro;APROV 1;PENHA;2010.04.884-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.059.033.0005-7;R2H-03;Z3-082;PENHA;1928.56;M2;DORIVAL DA COSTA FERNANDES E OUTROS;2100.00;M2;R SINANDUVA,240;12/02/10;ALDINEI PAULA DIAS;;ALDINEI PAULA DIAS;;001;019;02
Fevereiro;APROV 1;PENHA;2010.05.828-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.058.100.0007-1;R2H-03;Z2;VILA MATILDE;277.80;M2;RICARDO DONIZETE PIZZO CLAUDINO E OUTROS;408.91;M2;R DONA ESCOLASTICA M. DA FONSECA,234;23/02/10;EVANDRO PACHECO JANUARIO;;EVANDRO PACHECO JANUARIO;;001;006;02
Fevereiro;APROV 1;PENHA;2010.06.757-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.058.168.0031-0;R2H-03;Z2;VILA MATILDE;394.89;M2;MAGICA CONSTRUTORA E INCORPORADORA LTDA;553.33;M2;R ALTO GARCAS;26/02/10;EVANDRO PACHECO JANUARIO;;EVANDRO PACHECO JANUARIO;;008;001;02
Fevereiro;APROV 1;PINHEIROS / ITAIM BIBI;2007.36.606-03;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.081.157.0006-1;R2V-01;;ALTO DE PINHEIROS;4440.88;M2;OURANIA INCORPORADORA LTDA;1104.17;M2;R OURANIA,77;03/02/10;;;;;001;015;09
Fevereiro;APROV 1;PINHEIROS / ITAIM BIBI;2008.00.427-02;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.080.138.0015-6;R2V-01;;ALTO DE PINHEIROS;11587.23;M2;MISSOURI INVESTIMENTOS IMOBILIARIOS LTDA E OUTROS;3032.42;M2;R PIO XI,1784;26/02/10;TECNISA ENGENHARIA E COMERCIO LTDA;FABIO VILLAS BOAS;;;001;032;09
